POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,PERIOD_POP,PERIOD_EST,PERIOD_PSM,PERIOD_PEM,STABR,PUB_FIPS,YR,OBEREG,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
1078770,226,5,1,78.95,241.4,264.51,506.3,11515587,377754,15000,4795161,16703502,9172509,1252388,10424897,2502192,3052769,15979858,899071,4807426,28070,26425,10635,281536,4574251,708195,7447275,33948,41332,2974348,164520,984307,1066641,03/91,06/92,ME,23,93,01,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,,1,1,1,0,0,1,2,0
1782524,98,78,10,62.14,254.89,267.81,522.89,8911883,5174537,436477,2047834,16570731,8252735,2153766,10406501,2510199,3633039,16549739,1468448,4362340,125260,39223,8115,357240,6040060,1437644,8596721,20534,28909,2896983,292116,1793477,1793477,07/91,06/92,WV,54,93,05,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,2,2,0
1084098,74,18,4,77,174.17,285.48,459.35,14606824,1657281,216048,1051032,17531185,8222994,2026629,10249623,2898255,3582413,16730291,6024622,4054712,51425,20993,6886,181515,5276831,766300,7384310,12615,24479,2692459,273282,1084098,1515069,07/91,06/92,NM,35,93,06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,0
606900,1,26,1,113,146,299,445,20725652,0,471037,533411,21730100,13183568,2049486,15233054,2878442,3618604,21730100,2200000,1880975,244624,6736,4027,71097,2421140,1066260,2183579,4331,188,698134,103944,606900,606900,10/91,09/92,DC,11,93,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1342090,26,48,3,78.87,134.31,338.83,473.14,30456388,87112,514558,687817,31745875,12083614,2568011,14651625,3449279,3730586,21831490,12162087,2325192,59958,13781,6876,104792,4151574,1059304,6650283,15275,27824,2243061,577126,1342090,1342090,07/91,06/92,NV,32,93,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,2,2,0
1290932,269,15,11,86.3,280.82,340.74,621.56,19107280,330942,492087,2185721,22116030,10697527,2133964,12831491,3664883,4459160,20955534,1970271,5013312,109873,35129,14963,359930,6033400,1171221,10485815,25713,39505,4731414,260926,1289832,1578385,01/91,08/92,NE,31,93,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
1424962,51,24,3,146.56,180.76,384.87,565.53,15263243,425136,151749,3261888,19102016,12083420,1709479,13792899,2524565,3118646,19436110,4815218,3921701,65304,37056,8170,143078,5298558,116280,6773026,55243,52727,2311268,141741,1003464,1003464,07/91,06/92,RI,44,93,01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
1722850,49,43,29,109.61,235.02,421.9,656.92,25504717,823431,419242,1507238,28254628,14673314,4211119,18884433,4751324,5454614,29090371,3545855,4578365,192433,38633,10084,219106,7289065,1726501,14892491,13158,20497,5314296,197044,1722850,1722850,07/91,12/92,UT,49,93,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,1,1,0
1108229,1,47,6,173.5,173.5,423.55,597.05,0,22894122,630708,350000,23874830,14497949,0,14497949,4310790,5066091,23874830,7531000,3010740,93493,10401,9650,107984,3396380,1253668,6699876,328,918,2169160,147332,1108229,1108229,07/91,06/92,HI,15,93,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0
2593204,110,80,12,161.6,421.19,456.5,877.69,28820204,1754054,569771,2540349,33684378,17553309,3759298,21312607,5312922,6015510,32641039,5970080,5563386,72461,38373,16714,543010,9829186,1989861,16343171,32835,70442,6607379,479533,2565467,3212198,07/91,06/92,OK,40,93,06,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
2273349,33,171,11,65,74,497.9,571.9,12942057,2818880,707199,1611467,18079603,8421479,1566725,9988204,3277809,3679206,16945219,1354816,4607365,46779,18409,8300,312164,5361269,828186,9024868,22893,30555,2928069,263599,2273349,2350725,07/91,06/92,AR,05,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,1,0
2917906,517,28,7,206.98,730.58,587.76,1318.34,41181153,1111707,401183,6125171,48819214,22623228,4417767,27040995,7850377,8850361,43741733,4646472,10819505,304157,118671,36379,797477,13613179,1829125,24778230,89596,107712,9096282,622343,2812000,2812000,07/91,06/92,IA,19,93,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
3651328,117,69,110,117.65,503.51,649.8,1153.27,32082217,3585841,385391,5363640,41417089,17689489,3600883,21290372,5930651,9188008,36409031,3149102,7122989,125903,54433,13674,542833,9487176,1193014,19292535,17645,36826,6422369,508650,3651328,3685296,07/91,06/92,KY,21,93,05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0
3511551,40,137,38,246.05,381.34,655.64,1036.97,32683183,3275340,686710,1856984,38502217,18558199,4557224,23115423,7019345,7022018,37156786,21312661,5832747,101917,40813,17534,379301,8251259,2252422,13406973,5126,36485,4468669,455768,3486703,3486703,07/91,06/92,SC,45,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,0,0,1,0,0
4017099,197,71,20,184.05,540.82,724.65,1265.47,32238391,4358392,323220,2841740,39761743,20040756,4214413,24255169,6455061,8210280,38920510,10288192,7197785,103904,67651,14020,524092,9738354,1884943,14825134,67884,92276,4959867,387123,4017099,4040587,10/91,09/92,AL,01,93,05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
2749660,120,76,13,248.07,368.07,798.25,1166.27,50886604,379466,576605,7045744,58888419,25273140,8382097,33655237,6970342,9244126,49869705,8255658,6455420,203702,75729,21861,340316,11180809,1948332,24592427,255800,284060,7736650,353240,2748953,2930000,07/91,06/92,OR,41,93,08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
7782328,124,147,16,261.74,482.65,886.8,1369.22,35604167,5525609,1753845,3748422,46632043,23241351,5153561,28394912,7004104,9547536,44946552,11263727,7935824,191100,104813,19886,486390,12341340,3587305,19555453,33973,57151,6659299,517213,4877185,4877185,07/91,06/92,TN,47,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,2,0
3719477,87,71,14,328.5,406,918.2,1324.2,60415169,395842,858352,1049043,62718406,30279724,6934567,37214291,9458469,13327948,60000708,2807021,7225150,173838,42034,19982,319787,16602464,3968333,25651246,71518,68110,8991426,751050,3719477,3767050,07/91,06/92,AZ,04,93,06,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,,0,1,0,0,0,2,2,0
2020781,319,45,11,185.81,737.83,1026.79,1770.62,40139381,925474,633661,1212865,42911381,19321083,3337168,22658251,6941038,9001655,38600944,4509233,8352383,232861,93253,24486,574785,10456074,2282589,18357108,132898,108723,6489710,383424,2013456,2478099,01/92,12/92,KS,20,93,04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
3414699,114,120,18,349.05,546.48,1137.89,1684.35,71555786,1669707,824197,4283650,78333340,36245844,7825231,44071075,10805166,17697629,72573870,26456368,8976993,166607,72292,23191,470037,13492785,3272085,26615185,119541,112231,9706084,635850,3374498,3376669,01/92,12/92,CO,08,93,07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,0,0,0,1,1,0
4313011,64,257,32,271.37,466.53,1236.22,1702.75,50910566,4266270,472239,4362196,60011271,28122651,6708904,34831555,8219438,13240866,56291859,18665311,9132634,119209,77642,27110,655420,11218235,2950876,18969388,58926,91648,6887720,596532,4287195,4287195,01/92,12/92,LA,22,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0
4004120,194,50,8,559.76,708.16,1277.49,1985.65,78440157,1584392,254852,12273563,92552964,54984532,6073155,61057687,12226865,15458594,88743146,1830261,13454784,375822,134802,30667,492815,19387892,3555464,26268373,129543,150012,8813170,752957,3286100,3286100,07/91,06/92,CT,09,93,01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
4968224,378,74,15,517.98,1022.47,1458.71,2481.18,93393256,4345337,586958,5626739,103952290,52343957,16932127,69276084,14656003,16302485,100234572,8437178,15962154,511231,188427,54975,887428,26789383,5394607,43102151,505046,555281,17371097,991938,4968224,4968224,01/92,12/92,WI,55,93,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,1,1,1,1,1,0
4416292,122,231,22,374.62,626.55,1525.25,2151.8,84734744,5472543,1126983,5490742,96825012,53941158,11621990,65563148,13700115,16138761,95402024,5816101,11819640,492358,144212,34352,694718,20437088,5919950,42318201,308158,300660,17314817,716748,4416292,4416292,01/92,12/92,MN,27,93,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6611372,71,276,59,476.27,694.05,1557.44,2251.49,72930169,10705469,1425059,2903027,87963724,43871284,10126404,53997688,14884137,15526563,84408388,5551559,12490641,250952,103393,33056,878727,19928628,5118978,36775987,50711,72304,12732527,1502432,6611372,6631836,07/91,06/92,NC,37,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,1,0,0,1,0,1,0,0
6681235,49,313,41,547.73,581.58,1735.48,2317.06,59652454,17205484,895074,4222896,81975908,44884439,11590728,56475167,11103539,13725886,81304592,13286129,13557486,546872,119380,26570,812798,18036108,4663442,30171252,11302,28675,9867099,668889,6681235,6681235,07/91,06/92,GA,13,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,1,1,0
4745144,143,198,45,276.71,448.95,1790.86,2239.81,77387119,1300351,1475799,7167677,87330946,38083654,7585259,45668913,15121427,15763889,76554229,8820384,18153511,416391,116901,55386,784444,19017106,2858056,36795741,74325,97401,13438444,188247,4745144,5117073,01/92,12/92,MO,29,93,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
6533382,374,116,17,857.66,1313.95,1830.16,3144.45,103340874,10334701,746399,8344164,122766138,82908449,1669368,84577817,22014953,17759670,124352440,23085455,27582032,1003285,195669,55723,855592,24918589,5174353,41248719,288159,322653,15213515,745010,6015301,6016425,07/91,06/92,MA,25,93,01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
4947178,62,250,23,580.19,620.89,1946.88,2572.76,115239960,2764688,493201,5321588,123819437,65211427,17443847,82655274,18077653,20014318,120747245,35622216,12875523,632165,252355,36809,586896,17763380,5280311,48591366,117461,124243,16488067,633904,4947178,5116685,01/92,12/92,WA,53,93,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,1,1,1,0,1,1,0
4743800,18,174,20,602.73,602.73,2037.99,2640.72,85644890,14765178,1122816,15216370,116749254,67482988,10992690,78475678,17724522,17790376,113990576,6449684,14012932,532582,158986,34523,448252,18090897,6284234,47131587,103112,149700,15445704,607589,4743800,4743800,07/91,06/92,MD,24,93,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,0,0,0,0,2,2,0
6184997,83,206,41,649.02,780.35,2044.56,2824.91,102173763,10174003,780372,7173004,120301142,62815706,13207809,76023515,19434980,21250399,116708894,35009672,14626068,513311,143149,46198,762312,25265825,6535612,45973393,38305,53300,15631655,1057045,6184997,6187358,07/91,06/92,VA,51,93,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,2,2,0
9329268,377,274,25,996.71,1394.63,2244.08,3638.71,135091617,12644461,2180098,14400506,164316682,80520455,20691230,101211685,21444407,34171272,156827364,19220717,23363015,689457,346715,72690,1276706,31245386,7654427,48754801,341541,381297,16931745,933099,9295277,9295277,01/91,09/92,MI,26,93,03,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,,1,1,1,1,1,1,1,0
5263518,239,183,48,686.17,1365.76,2302.72,3661.48,117809785,14299224,1396217,8538385,142043611,63526947,12661656,76188603,23206652,28893180,128288435,35153188,18753151,778613,311041,57178,922448,27925936,5167240,49243376,84452,85440,18090494,1256648,5147144,5661800,01/92,12/92,IN,18,93,03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,0,0,0
11540447,444,178,27,907.78,1334.59,2675.34,4010.43,99210153,28322956,1383687,23731975,152648771,79149672,20753679,99903351,20008452,31213181,151124984,9192930,23848210,1173837,186202,48211,1256378,34241529,8850919,51583516,350486,285694,19637436,1505890,11480310,11881643,01/91,06/92,PA,42,93,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,1,0
12502535,107,294,36,1003.07,1335.75,3161.48,4497.19,178798930,17604699,3144140,6949346,206497115,88281034,29447755,117728789,31344776,44107204,193180770,14483951,21437600,1557060,244213,59817,862281,39933349,16954301,62966435,93504,120050,15449116,1671969,12502535,13424416,10/91,09/92,FL,12,93,05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
15753603,484,252,21,1096.97,1579.2,3303.17,4882.37,159788980,41100,2948829,6274157,169053066,91226548,22725392,113951940,26385578,27668103,168005621,28121422,31140523,766204,282629,73118,1509656,43352280,15305908,69655767,205718,223180,27181018,2636041,15753603,16986510,02/91,12/92,TX,48,93,06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,,1,1,1,1,1,1,1,0
8156007,310,155,25,1332.2,1339.2,3633,4972.2,202201851,9246317,1471201,14288347,227207716,117087879,33214309,150302188,29629350,40605795,220537333,10661679,28552317,794739,250547,72591,1109751,37178174,6250956,44442897,327526,278805,15712673,1351926,7659289,7730188,01/92,12/92,NJ,34,93,02,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,0
10082302,607,157,30,1318.82,2152.19,4400.11,6551.49,414624444,21536419,3798891,33832385,473792139,134645652,26693600,161339252,39574562,59127800,260041614,210615926,33464018,1370573,354819,113592,1778920,54969805,12455699,75951148,783844,652456,31467340,1738216,10082302,11430602,07/91,06/92,IL,17,93,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,2,0
10940999,244,436,60,1601.41,2375.62,5684.63,8060.27,60296122,270095481,945110,24977078,356313791,162503480,39315015,201818495,58018083,58795593,318632171,19369476,38594609,1858651,739602,78494,1780731,53124189,14878986,128274357,254750,251948,42162069,2354822,10940999,10940999,01/92,12/92,OH,39,93,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,1,0,1,1,1,1,0
30988510,158,929,70,2950.88,3202.35,7305.35,10507.7,557740047,20584260,5557601,36859412,620741320,300567609,71781510,372349119,72038180,119468042,563855341,36919539,58182053,1839764,618836,166278,2143490,113908946,38216899,160826698,403638,421899,52998980,3419531,30351000,30351000,07/91,06/92,CA,06,93,08,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,1,1,1,1,0
26161367,761,336,18,3134.44,3488.06,7987.27,11475.33,401821154,57415096,6459446,103506464,569202160,286783616,64130792,350914408,76867177,124366702,552148287,19442793,64445691,3182526,714812,173074,2115776,78580413,22135559,120812937,1226911,1096975,34348280,2605764,17990764,17990764,07/91,12/92,NY,36,93,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,1,1,1,1,0
