POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,PERIOD_POP,PERIOD_EST,PERIOD_PSM,PERIOD_PEM,STABR,PUB_FIPS,YR,OBEREG,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
1079516,232,6,1,86.19,219.04,275.81,494.71,12630298,351638,15000,5926667,18923603,9937339,1480856,11418195,2721269,3530173,17669637,860191,4900688,36211,41555,11196,299837,4919393,658454,7539489,35087,42290,2982479,163590,997923,1079516,02/93,12/94,ME,23,95,01,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,,1,1,1,0,0,1,1,0
1796599,97,77,10,61.29,269.6,297.47,567,10100571,5675363,229399,1653123,17658456,8601122,2219398,10820520,2711065,3889316,17420901,924571,4608258,117142,54866,8005,352404,6309606,1759108,8380449,25926,37250,2660424,224439,1793477,1793477,07/93,06/94,WV,54,95,05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,0
1146908,72,21,5,94.25,166.55,317.03,483.58,18834169,242440,252435,872622,20201666,9428325,2405900,11834225,3690670,4091258,19616153,7333339,3759404,52663,23643,8183,175474,4286914,839318,7372770,14505,24618,2715410,188004,1146908,1581830,07/93,06/94,NM,35,95,06,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,,1,1,1,1,0,1,1,0
1290515,269,15,11,90.8,274.46,375.99,650.45,22197631,388115,452476,1402736,24440958,11804608,2342319,14146927,3998259,6016109,24161295,2567289,5084930,108992,58621,14777,352904,6734179,1247372,10121948,22579,30126,4440206,352724,1290515,1580976,01/93,07/94,NE,31,95,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
1424962,51,23,2,159.34,191.81,402.79,594.52,17527085,381153,180279,3405550,21494067,13059576,2151694,15211270,2686734,3803407,21701411,1006046,4196814,76354,49557,8315,145605,5331233,922192,6458952,161591,164970,2284782,160925,1003464,1003464,07/93,06/94,RI,44,95,01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
1494230,26,51,3,74,122.93,426.67,549.6,56354069,54113,489185,582968,57480335,12651313,3062295,15713608,5361048,2913020,23987676,33299892,2992749,81081,23721,7736,111182,4602009,1084170,7150065,14401,19647,2332018,566468,1494230,1494230,07/93,06/94,NV,32,95,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0
2264510,36,157,10,75.91,194.95,430.79,625.74,16969459,2905034,586495,1907850,22368838,9919924,2009409,11929333,3400099,4565177,19894609,2996401,4713587,53456,28154,10490,322784,5376704,902081,8990557,29393,42682,2754443,284125,2264510,2357029,01/94,12/94,AR,05,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,1,0,1,0
1271200,1,48,6,179,179,435.05,614.05,0,22962741,834685,1057105,24854531,15977969,0,15977969,4288766,4551788,24818523,12200000,2874796,110250,21821,8474,108160,3679936,1620216,7250318,429,193,2420755,145176,1271200,1271200,07/93,06/94,HI,15,95,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0
1811215,49,44,27,136.47,261.18,495.06,756.24,31135605,876055,504728,2273419,34789807,16150621,4824527,20975148,6292839,6116093,33384080,3785483,4899299,176759,71076,10935,222665,8115337,2138741,16099612,14940,24593,5875249,267289,1811215,1811215,07/93,12/94,UT,49,95,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,0,1,1,1,1,0
2603195,112,81,11,158.1,424.17,509.13,935.3,31485519,1355975,301399,2191823,35334716,18583622,4134045,22717667,4033494,6367876,33119037,4438527,5721689,78108,61958,16404,536328,10001877,1835691,16307573,43693,65625,6247066,468545,2565467,3205234,07/93,06/94,OK,40,95,06,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
2592634,47,195,2,123,443,530,973,17257719,4144142,503658,2008848,23914367,11767643,2719569,14487212,3283456,3979020,21749688,1710478,5078736,101246,63483,11921,435269,6392091,1003368,8078510,14654,28059,2334779,273676,2573216,2573216,10/93,09/94,MS,28,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2921449,518,27,6,226.77,754.57,594.26,1348.83,44859660,925675,162262,3392954,49340551,25067851,5016543,30084394,7913626,9431184,47429204,5090404,11114850,314063,169421,36468,801033,14189667,1749336,25120639,113538,117650,9366199,752477,2814000,2814000,07/93,06/94,IA,19,95,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
3651328,116,69,105,108.96,582.81,608.58,1191.39,35592331,3546869,310303,4687552,44137055,19601162,4245222,23846384,6147564,11605894,41599842,5190186,7159749,140604,71233,14392,565705,9570245,1271477,18645746,20838,40406,4707668,544727,3651328,3685296,07/93,06/94,KY,21,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3691446,40,140,36,270.09,402.83,727.04,1143.38,39379674,3505891,761733,2537008,46184306,21929692,5576632,27506324,8576229,8399702,44482255,1858799,6336801,124309,67520,16872,402053,10001609,3977762,15598784,8806,41369,5653609,474966,3663984,3663984,07/93,06/94,SC,45,95,05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,1,0
3898913,207,74,17,204.8,555.16,742.14,1297.3,36985629,4307088,663251,4131803,46087771,22467773,5024574,27492347,7481259,9870656,44844262,1387350,7807941,132165,85313,15666,524041,12245326,2477890,15246463,21275,44974,5141060,387161,3898913,4137511,10/93,09/94,AL,01,95,05,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
2867640,125,78,11,260.84,388.43,828.96,1218.72,51494712,323973,391426,10618386,62828497,29906958,10529400,40436358,7993564,8980641,57410563,4593319,6809110,232666,117080,22029,333075,12098267,2168370,27419103,402925,425002,8748597,505671,2867640,3038000,07/93,06/94,OR,41,95,08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,,1,1,1,1,1,1,1,0
8032223,140,144,16,254.2,473.74,944.33,1418.07,41170074,5869700,2532202,4410632,53982608,26351688,5282268,31633956,7170209,13047120,51851285,3073082,8358084,217154,137805,19461,563384,12768961,4890168,19725971,39907,57761,5058288,529902,5025261,5025261,07/93,06/94,TN,47,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3904439,88,72,14,330.5,420.2,971.3,1391.5,66933096,517803,1388212,1581877,70420988,33473528,7001788,40475316,10095258,16236462,66807036,33231962,7436995,130746,62267,20870,312933,17611723,4424479,25423299,58293,60072,8973573,567003,3788845,4071650,06/93,07/94,AZ,04,95,06,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
2063582,324,49,7,194,770,1143,1913,45828844,1752760,1365019,919167,49865790,22685219,4176567,26861786,7573659,9561760,43997205,8165932,9095153,228551,154297,22580,577608,10423570,2714006,19100545,165518,192500,7078571,421068,2063582,2515320,01/94,12/94,KS,20,95,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
4341792,65,256,33,282.16,575.13,1167.82,1742.95,56064024,4258436,497628,3818975,64639063,29703820,6754955,36458775,8684742,17403284,62546801,13443363,9658737,113136,112460,27175,670357,9957764,2767353,19184872,50739,94711,6475064,612798,4315085,4315085,01/94,12/94,LA,22,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0
3731393,114,118,17,380.49,580.98,1215.3,1796.26,79805980,1271890,740181,6249247,88067298,41923384,9504858,51428242,11657444,17024933,80110619,41684868,9530323,206782,116825,20873,491804,14679515,4302314,28401627,130885,131728,9751100,803915,3633647,3633647,01/94,12/94,CO,08,95,07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,,1,1,0,1,1,0,1,0
3994025,194,49,9,597.85,771.73,1316.87,2088.6,83600217,1595784,135181,10993747,96324929,58478634,6771564,65250198,12619712,16596340,94466250,9431999,13859729,406423,189244,32922,488111,19690868,3475434,25832554,147922,162347,9172384,809782,3279340,3279340,07/93,06/94,CT,09,95,01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
4855542,147,201,44,296,942.64,1490.07,2443.51,90188621,1735832,738256,8695787,101358496,44878419,9129655,54008074,18412234,17647266,90067574,10661578,19475127,506081,201659,34007,804528,20479503,4379333,37933327,67372,74972,14599242,716843,4855542,5277640,07/93,12/94,MO,29,95,04,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,1,1,0,0,0,0,1,0
5061451,375,76,16,554.74,1053.72,1564.85,2618.57,103485117,4129040,681936,5863903,114159996,58385584,18705958,77091542,16265064,18115497,111472103,18031856,16363111,528796,289453,57269,910643,27206954,5921998,43988310,572794,633173,17812052,1042315,5061451,5061451,01/94,12/94,WI,55,95,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,0
4515118,121,239,19,420,677.08,1580.69,2257.77,94722359,5985819,1171179,5395856,107275213,58558362,12890960,71449322,14809445,18170364,104429131,16361885,12513178,474962,196915,33839,648833,20949645,6540973,42525354,358146,332536,17192211,1491797,4515118,4515118,01/94,12/94,MN,27,95,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4922300,17,165,14,1021.37,1021.37,1615.6,2636.97,92354694,15249809,5852929,9761477,123218909,68453672,14344185,82797857,19205215,20096509,122099581,4385158,13086016,545827,162096,28905,432797,20350757,5433532,44673924,99513,133836,15254401,775699,4922300,4922300,07/93,06/94,MD,24,95,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0
6611870,58,292,50,470.88,654.3,1681.5,2335.8,76957227,11107467,1935844,6541579,96542117,48282547,11713453,59996000,16055717,16655958,92707675,13602445,13467739,286412,143488,27974,913326,21290933,5531873,39019379,68971,67275,14168528,1520576,6611870,6631836,06/93,07/94,NC,37,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,1,0,0,0,0,1,0,0
7213207,50,320,44,596.36,655.55,1801.13,2456.68,67212880,26291582,1663433,5681808,100849703,49565499,12388507,61954006,14052142,22448552,98454700,11690999,12724275,441811,159000,27081,839775,20648755,5036104,31978033,19858,28674,11404856,834504,7213207,7213207,07/93,06/94,GA,13,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,1,0
6033770,373,119,10,913.54,1390.24,1841.41,3231.65,111634793,17770428,837652,8369914,138612787,88409253,2175696,90584949,24898798,20301292,135785039,17295771,28152914,1033224,263114,69718,860861,25221854,4163444,41605988,633606,639616,15456715,966591,5991610,5992705,07/93,06/94,MA,25,95,01,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
5158343,61,250,23,627.37,669.12,2032.35,2701.97,141239261,1467381,699876,6868468,150274986,75504587,20665304,96169891,21170438,23293898,140634227,22991686,14316824,717435,324885,38903,597892,16618916,5087295,52231349,122284,156478,16061837,773965,5158343,5334400,01/94,12/94,WA,53,95,08,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,1,1,1,0,0,1,1,0
6373600,82,218,38,660.14,791.72,2084.72,2876.44,109258756,10065611,673428,9190770,129188565,67037145,14610364,81647509,20620101,23504773,125772383,21735920,15576119,556426,191592,40703,794092,26202137,6050589,44520700,51740,63676,15924426,958810,6350189,6473000,07/93,06/94,VA,51,95,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,1,0,0,1,1,0
9326269,381,278,20,1027.16,1477.58,2265.38,3742.96,148755666,13604459,2165806,17148281,181674212,88858275,23779718,112637993,23474986,38458666,174571645,12555272,26556121,735990,388541,66572,1309477,35874788,7973960,50499012,478763,472543,17417280,1086917,9295297,9332515,11/92,09/94,MI,26,95,03,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
11717220,443,186,36,941.04,1399.32,2613.66,4012.98,105470478,28064115,1531749,27780970,162847312,83356424,22103816,105460240,20720471,36024519,162205230,5873599,24660540,1265021,269844,51517,1304782,34978808,7840561,53943131,346315,279388,20448392,1717302,11548914,11882610,01/93,06/94,PA,42,95,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,1,1,0
5280696,239,182,49,741.25,1111.67,2693.6,3805.15,130900557,15099133,1206987,8653987,155860664,71405010,14815586,86220596,26845718,33132693,146199007,3377200,19665248,956804,439738,59574,971996,29456461,5397930,50526629,109581,94059,16857633,1304747,5280696,5544159,01/94,12/94,IN,18,95,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,1,1,1,0,0,1,1,0
13628618,114,297,30,1123.98,1451.35,3413.14,4864.49,206009710,23509289,2705643,8724301,240948943,99843370,34028410,133871780,37929559,50409960,222211299,17203636,22835487,578156,411283,69339,927489,42387846,22557302,69364871,125009,135757,18082673,2359805,13566981,13878905,10/93,09/94,FL,12,95,05,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
16281362,496,253,19,1166.4,1719.58,3428.39,5147.97,176384745,233078,2077057,7905590,186600470,100038313,26031547,126069860,28562195,29136915,183768970,37234004,32361376,875632,372797,67708,1470498,48801263,18133174,70630700,212379,268445,26039051,3011671,16281362,17682538,01/93,12/94,TX,48,95,06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,,1,1,1,1,1,1,1,0
8467604,309,150,21,1357.6,1363.89,3602.51,4966.4,219261763,8932088,2094229,12617029,242905109,125871021,35554431,161425452,31673408,42744925,235843785,14698833,29525552,815684,331858,74632,1112774,36534470,7004429,44738002,376168,299875,15994001,1224524,7761997,7820262,01/94,12/94,NJ,34,95,02,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0
10272180,606,151,29,1435.19,2228.92,4373.57,6601.62,295964164,29879734,2325841,29419551,357589290,153586790,40077586,193664376,42205044,59024529,294893949,65710979,35418385,1459605,491347,116334,1784224,54211222,13738606,76980563,741911,784492,30875258,2016832,10272180,10272180,07/93,06/94,IL,17,95,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0
11112798,246,443,60,1685,2446.43,5888.37,8334.77,76727644,298339737,1392554,33626068,410086003,181134008,44286648,225420656,70371793,73036645,368829094,55908618,40400013,2345266,1067141,83186,1813065,53122667,17218901,130862641,371248,433644,42220112,2475539,11112798,11112798,07/93,06/94,OH,39,95,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,0,1,1,1,1,0
32025725,161,877,61,2748.55,2985.09,6364.45,9349.54,487990267,22434921,8078432,47088719,565592339,283846387,80717665,364564052,53521979,111544172,529630203,46704879,60017115,2100002,778718,145820,1766602,107264826,41498740,145858190,535905,532791,51406414,3135073,32025725,32025725,07/93,06/94,CA,06,95,08,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,0
17804938,741,333,11,3297.67,3672.21,8298.61,11970.82,464642793,43304693,4590063,95359589,607897138,317760292,74399212,392159504,78675182,117439769,588274455,30902134,69875021,3484415,890866,265315,2098026,81637435,26096558,117769318,979353,1188775,46161528,2992276,16617501,17990764,06/93,12/94,NY,36,95,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0
