LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
220,IPNATCHIAQ LIBRARY,BOX 36049,DEERING,99736,0049,9073632136,158,1,0,0,0,0.55,0,0.55,4791,8705,5123,0,18619,,,,3295,,15888,0,4979,180,16,22,1056,4732,12,495,0,1,256,249,NO,CI,SO,               -1,158,AK0018,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
230,DELTA COMMUNITY LIBRARY,Box 229,DELTA JUNCTION,99737,0229,9078954102,736,1,0,0,0,0.75,0.25,1,22874,8705,0,0,31579,,,,2036,,31579,0,11869,12,224,15,1976,14222,1560,19238,25,755,5441,528,NO,CI,SO,               -1,736,AK0019,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
240,DILLINGHAM PUBLIC LIBRARY,BOX 870,DILLINGHAM,99576,0870,9078425610,2110,1,0,0,0,1,0.75,1.75,104220,8705,0,0,112925,,,,19869,,112925,0,17072,1052,530,116,2154,12472,803,7301,3,46,3192,1120,NO,CI,SO,               -1,2110,AK0020,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 2, 0, 0, 0, 0, 0, 0
250,EAGLE PUBLIC LIBRARY,BOX 45,EAGLE CITY,99738,0045,9075472230,161,1,0,0,0,0,0,0,500,6741,3578,500,11319,,,,5836,,10319,0,9000,0,508,41,826,3000,600,6445,0,54,1823,5,NO,NP,SO,               -1,161,AK0021,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
260,ELIM COMMUNITY LIBRARY,BOX 39050,ELIM,99739,0050,9078903501,267,1,0,0,0,0.25,0.25,0.5,5000,8705,5123,0,18828,,,,4521,,15703,0,6423,126,54,5,480,1813,5,2468,0,3,1410,21,NO,CI,SO,               -1,267,AK0022,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
270,FAIRBANKS NORTH STAR BOROUGH,1215 COWLES STREET,FAIRBANKS,99701,4394,9074591020,94068,1,1,0,8,9.75,23.5,33.25,2101372,195230,64884,142294,2503780,1315140,385111,1700251,313342,261433,2275026,0,213673,7655,2349,643,5152,239205,64139,616165,2625,2326,175216,16717,NO,MJ,MO,               -1,94067,AK0023,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
280,FORT YUKON COMMUNITY LIBRARY,BOX 30,FORT YUKON,99740,0030,9076622798,718,1,0,0,0,0,0,0,3644,6037,0,60,9741,,,,1030,,9741,0,12113,413,209,15,520,2553,50,563,0,12,159,0,NO,NP,SO,               -1,718,AK0024,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
290,CHARLES EVANS COMMUNITY LIBRARY,BOX 149,GALENA,99741,0149,9076561869,829,1,0,0,0,0.25,0,0.25,0,5000,5123,0,10123,,,,1038,,7498,0,7600,0,0,0,480,529,40,684,0,18,209,0,NO,SP,SO,               -1,829,AK0025,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
300,SIVUQAQ LEARNING CENTER,BOX 189,GAMBELL,99742,0189,9079855340,546,1,0,0,0,0.5,0,0.5,6484,7440,0,0,13924,,,,1727,,13923,0,2405,0,0,22,1440,550,2,49,0,0,20,15,NO,CI,SO,               -1,546,AK0026,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
310,COPPER VALLEY COMMUNITY LIBRARY,BOX 173,GLENNALLEN,99588,0173,9078225226,451,1,0,1,0,0.5,0.25,0.75,11514,8705,0,15841,36060,,,,7999,,36060,9220,14699,99,435,53,1752,5200,624,17831,0,140,4709,200,NO,NP,MO,               -1,451,AK0027,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
320,GUSTAVUS PUBLIC LIBRARY,BOX 279,GUSTAVUS,99826,0279,9076972350,258,1,0,0,0,0,0,0,5000,8705,0,1223,14928,,,,4879,,14928,0,5420,40,51,38,600,2148,65,3292,2,145,1924,255,NO,NP,SO,               -1,258,AK0028,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
330,HAINES BOROUGH PUBLIC LIBRARY,BOX 1089,HAINES,99827,1089,9077662545,2117,1,0,0,0,1.5,0.85,2.35,117356,30085,0,9733,157174,75796,16238,92034,24816,37735,154585,0,13851,707,385,60,2496,34000,2700,41257,325,1375,19247,1621,NO,CO,SO,               -1,2117,AK0029,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
340,TRI-VALLEY COMMUNITY LIBRARY,BOX 400,HEALY,99743,0400,9076832480,487,1,0,0,0,0.5,0,0.5,5840,6852,0,8560,21252,,,,4370,,19096,0,17195,421,300,61,2400,4200,480,17529,35,179,10270,635,NO,SP,SO,               -1,487,AK0030,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
350,HOLLIS PUBLIC LIBRARY,P.O. BOX 5,HOLLIS,99950,0070,9075307112,111,1,0,0,0,0.5,0,0.5,3504,8038,0,2881,14423,,,,6879,,14423,0,11055,300,20,4,1144,6200,3400,10390,0,37,4650,30,NO,NP,SO,               -1,111,AK0031,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
360,HOMER PUBLIC LIBRARY,141 W. PIONEER AVENUE,HOMER,99603,7523,9072353180,8824,1,0,0,1,1,2.5,3.5,206589,8705,0,0,215294,98294,47987,146281,27638,41375,215294,0,25170,232,427,124,2288,41789,4856,71325,129,556,18849,950,NO,CI,SO,               -1,8824,AK0032,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0,10, 0, 0
380,HOPE COMMUNITY LIBRARY,BOX 127,HOPE,99605,0127,9077823121,232,1,0,0,0,0.25,0,0.25,0,8695,0,953,9648,,,,1461,,7252,0,3957,12,3,12,520,1162,49,1030,0,11,157,14,NO,NP,SO,               -1,232,AK0033,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
390,HYDER PUBLIC LIBRARY,BOX 50,HYDER,99923,0050,9076362498,99,1,0,0,0,0.38,0,0.38,5000,8705,0,1935,15640,,,,6891,,15640,0,4648,0,98,26,750,1200,420,5024,0,14,2181,10,NO,NP,SO,               -1,99,AK0034,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
400,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,1361,9075865324,36758,1,2,0,2.81,5.31,13.3,18.61,1243281,111515,0,8000,1362796,540208,278666,818874,121788,422134,1362796,217729,139896,4930,1361,429,7114,326250,50000,310804,2807,2910,118785,8501,SP,CO,MO,               -1,36758,AK0035,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
410,KAKE COMMUNITY LIBRARY,BOX 450,KAKE,99830,0450,7857853780,725,1,0,0,0,0,0.38,0.38,5029,8705,0,0,13734,,,,4784,,13734,0,7814,180,13,30,750,1624,7,1936,0,94,524,48,NO,CI,SO,               -1,725,AK0036,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
420,KASILOF PUBLIC LIBRARY,BOX 176,KASILOF,99610,0176,9072624844,1140,1,0,0,0,1,0,1,0,5000,0,0,5000,,,,986,,5000,0,11577,275,140,1,2106,9500,200,11052,1,6,3350,333,NO,SC,SO,               -1,1140,AK0037,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10,10, 0
430,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,7793,9072834378,12132,1,0,0,0,1,3,4,260646,15705,5123,0,281474,126898,30671,157569,42292,81613,281474,0,56539,1289,388,364,3276,81576,25000,81689,641,655,30694,21230,NO,CI,SO,               -1,12132,AK0038,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
450,KETCHIKAN PUBLIC LIBRARY,629 DOCK STREET,KETCHIKAN,99901,6589,9072253331,14110,1,0,1,3,3.65,7.85,11.5,563827,12205,0,21260,597292,321181,129713,450894,77813,73548,602255,53000,46260,1425,984,192,2912,188610,8320,136193,775,1270,66548,828,SP,CI,SO,               -1,14110,AK0039,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
470,A. HOLMES JOHNSON MEM LIB,319 LOWER MILL BAY RD,KODIAK,99615,7341,9074868686,15056,1,0,0,1,1,6.76,7.76,481418,8705,0,0,490123,267138,107627,374765,56954,58404,490123,0,48473,4114,594,274,3281,120532,3750,85065,218,438,26317,3423,NO,CI,SO,               -1,15056,AK0040,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
480,CHUKCHI LIBRARY,BOX 297,KOTZEBUE,99752,0297,9074422410,3672,1,1,0,0.84,0.84,1,1.84,87575,17410,5123,0,110108,,,,22505,,104988,0,12000,0,515,132,3030,9000,1500,6800,52,195,1981,1125,NO,MJ,MO,               -1,3672,AK0041,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
500,KOYUKUK COMMUNITY LIB,BOX 29,KOYUKUK,99754,0029,9079272245,127,1,0,0,0,0.26,0,0.26,7279,8705,0,0,15984,,,,2759,,15984,0,1739,24,82,21,780,969,0,1087,0,0,462,0,NO,CI,SO,               -1,127,AK0042,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
530,McGRATH COMMUNITY LIBRARY,BOX 249,McGRATH,99627,0249,9075243843,531,1,0,0,0,0.38,0,0.38,0,8705,0,7775,16480,,,,4833,,15340,0,8106,42,15,29,728,2808,12,3039,0,74,1598,1023,NO,NP,SO,               -1,531,AK0044,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
550,METLAKATLA CENTENNIAL LIB,BOX 8,METLAKATLA,99926,0008,9078864441,1469,1,0,0,0,0.5,0,0.5,7771,8563,0,0,16334,,,,3475,,16434,0,4210,0,0,14,1300,2131,463,260,0,8,70,0,NO,CI,SO,               -1,1469,AK0046,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0, 0
560,MARTIN MONSEN LIBRARY,BOX 147,NAKNEK,99633,0147,9072464465,1451,1,2,0,0,1,1.33,2.33,121228,26115,0,0,147343,71277,11665,82942,30346,34055,147343,0,18387,30,226,48,3744,7559,290,9401,1,220,4566,30,NO,CO,MO,               -1,1451,AK0047,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
570,NENANA PUBLIC LIBRARY,BOX 40,NENANA,99760,0040,9078325812,504,1,0,0,0,0.7,0.1,0.8,15055,8705,5123,1495,30378,,,,6884,,30473,0,8500,293,293,28,1456,5956,900,5690,4,57,3652,700,NO,CI,SO,               -1,504,AK0048,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
600,NINILCHIK COMMUNITY LIBRARY,BOX 39165,NINILCHIK,99639,0165,9075673333,947,1,0,0,0,0.36,0,0.36,0,7223,0,4431,11654,,,,2482,,11654,0,9855,189,47,0,1560,3168,298,7168,0,30,1840,13,NO,NP,SO,               -1,947,AK0051,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 1,, 7, 5, 0, 0, 0, 0, 0, 0
610,KEGOAYAH KOZGA LIBRARY,BOX 1168,NOME,99762,1168,9074435133,4559,1,0,0,0,0.81,1.43,2.24,130809,45955,0,0,176764,96214,24833,121047,20835,33473,175355,0,14788,925,53,88,2184,14352,1000,13039,62,304,6457,290,NO,CI,SO,               -1,4559,AK0052,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 8,10, 0
620,NORTHWAY COMMUNITY LIBRARY,BOX 496,NORTHWAY,99764,0496,9077782288,342,1,0,0,0,0.25,0,0.25,0,5444,0,1524,6968,,,,1845,,6212,0,1102,91,185,11,480,725,10,804,0,28,275,100,NO,NP,SO,               -1,342,AK0053,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
640,PALMER PUBLIC LIBRARY,655 S. VALLEY WAY,PALMER,99645,6697,9077454690,11142,1,0,0,2,2,3,5,277461,18705,0,0,296166,123296,48549,171845,32284,92037,296166,0,34857,800,320,80,2288,41269,8684,82868,606,763,38239,1769,SP,CI,SO,               -1,11142,AK0055,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
650,PELICAN PUBLIC LIBRARY,BOX 741,PELICAN,99832,0741,9077352500,265,1,0,0,0,0.4,0.1,0.5,10931,8705,0,189,19825,,,,4673,,19798,0,8760,582,163,72,520,1400,200,3150,0,39,891,65,NO,CI,SO,               -1,265,AK0056,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10,10, 0
660,PETERSBURG PUBLIC LIBRARY,BOX 549,PETERSBURG,99833,0549,9077723349,3680,1,0,0,1,1,1.75,2.75,133191,8705,0,13362,155258,81586,22414,104000,23893,16905,144798,0,23039,253,468,87,2200,27000,1980,34787,345,327,11885,622,NO,CI,SO,               -1,3680,AK0057,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
680,JESSIE WAKEFIELD MEMORIAL LIB,BOX 49,PORT LIONS,99550,0049,9074542288,238,1,0,0,0,0.25,0.25,0.5,3100,8171,0,1517,12788,,,,1877,,12678,0,7180,52,92,29,1426,3200,438,3696,0,8,1248,342,NO,CI,SO,               -1,238,AK0058,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
700,RUBY COMMUNITY LIBRARY,BOX 90,RUBY,99768,0090,9074684426,206,1,0,0,0,0.3,0,0.3,800,5593,5123,0,11516,,,,3137,,6394,0,3640,25,15,18,600,1313,6,3691,0,0,1073,61,NO,CI,SO,               -1,206,AK0060,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 0,10, 0
720,ST. PAUL COMM/SCHOOL LIB,P.O. BOX 901,ST. PAUL,99660,0001,9075462221,771,1,0,0,0,0.25,0,0.25,3045,8705,0,3106,14856,,,,7296,,14857,0,4924,0,550,16,960,180,100,6350,0,0,1796,40,NO,SP,SO,               -1,771,AK0061,AK,02,93,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0, 0
740,CORA IYA LEARNING CTR,BOX 169,SAVOONGA,99769,0169,9079846115,545,1,0,0,0,0.5,0,0.5,2468,5000,0,0,7468,,,,1005,,7366,0,2999,0,8,9,1040,100,75,108,0,10,29,100,NO,CI,SO,               -1,545,AK0063,AK,02,93,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
