LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,CNTYFIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,IMP24,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32,IMP33,IMP34,IMP35,IMP36,IMP37
1755,Fossil Ridge P.L.D.,386 W. Kennedy Road,Braidwood,60408,1996,8154582187,6346,1,0,1,2.77,3.65,6.5,10.15,605572,1439,0,26419,633430,244932,78030,322962,89015,300787,712764,15840,55176,570,723,206,4524,67000,20358,130442,4675,7286,61377,7762,ME,SD,MO,Will,Y,0,50260,7,Y,Y,ST,6342,IL0188,IL,17,197,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1760,Fountaindale P.L.D.,300 W. Briarcliff Road,Bolingbrook,60440,2894,6307592102,63382,1,1,0,15,18.75,41.85,60.6,3354849,164319,0,224157,3743325,1717186,406451,2123637,538989,789190,3451816,176554,215012,11301,2482,604,7072,359771,61985,639877,805,5850,294407,52288,ME,SD,MO,Will,Y,90000,75334,4276,Y,Y,ST,63340,IL0189,IL,17,197,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1770,Fox Lake P.L.D.,255 E. Grand Avenue,Fox Lake,60020,1697,8475870198,15367,1,0,0,0.93,2.81,5.88,8.69,445824,32992,0,245651,724467,210329,61273,271602,64299,94401,430302,210317,71117,4758,2133,174,3744,86546,4758,120836,525,1550,44240,1467,ME,SD,SO,Lake,Y,6728,2540,0,Y,Y,ST,15357,IL0190,IL,17,097,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1780,Fox River Grove P.L.D.,306 Lincoln Avenue,Fox River Grove,60021,1016,8476392274,4082,1,0,0,1.87,1.87,2.93,4.8,214967,12906,0,40562,268435,101084,22211,123295,34319,37254,194868,29239,17051,368,623,118,3042,50544,1754,37477,2,409,19869,1649,ME,SD,SO,McHenry,Y,0,0,3,Y,Y,PE,4079,IL0191,IL,17,111,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1790,Frankfort P.L.D.,21119 S. Pfeiffer Road,Frankfort,60423,9302,8154692423,18761,1,0,1,1.87,4.36,10.27,14.63,648679,60260,0,93125,802064,420399,82038,502437,90844,140452,733733,93642,86206,2680,1927,220,4108,85644,8588,208724,6318,6921,98935,2057,ME,SD,MO,Will,Y,21170,20803,33,Y,Y,PI,18749,IL0192,IL,17,197,98,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,23,18, 0, 0, 0
1800,Franklin Grove P.L.,223 Elm Street,Franklin Grove,61031,0326,8154562823,968,1,0,0,0,0.62,0.08,0.7,7619,1652,0,8219,17490,,,,1498,,14277,4430,14783,46,94,56,1300,6995,5070,7680,8,125,4442,185,ME,CI,SO,Lee,Y,0,0,6,N,Y,ST,967,IL0193,IL,17,103,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1810,Franklin Park P.L.D.,10311 Grand Avenue,Franklin Park,60131,2274,8474556016,18485,1,0,0,5.62,6.56,13.73,20.29,1056353,127869,0,104476,1288698,581761,168532,750293,154460,218137,1122890,25822,140112,5653,5397,255,3536,95000,32500,189693,6522,2171,49880,5254,ME,SD,SO,Cook,Y,8200,43000,89,Y,Y,PI,18473,IL0194,IL,17,031,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1820,Freeport P.L.,314 W. Stephenson St.,Freeport,61032,4327,8152333000,25840,1,0,0,3,4,16.17,20.17,764948,66547,0,98084,929579,431361,33116,464477,153843,137590,755910,26610,121535,13244,5058,350,3536,163171,8616,327575,1852,1795,147799,3658,ME,CI,SO,Stephenson,Y,5805,13929,1941,Y,Y,ST,25823,IL0195,IL,17,177,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1830,Fremont P.L.D.,470 N. Lake Street,Mundelein,60060,1884,8475668702,22435,1,0,0,4.68,10.31,8.3,18.61,1150367,33381,0,81231,1264979,470844,112315,583159,215747,219669,1018575,223012,63007,3776,2454,275,3536,136257,24503,234601,2561,2915,137621,6788,ME,SD,SO,Lake,Y,22205,107889,49,Y,Y,ST,22420,IL0196,IL,17,097,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1840,Gail Borden P.L.D.,200 N. Grove Avenue,Elgin,60120,5596,8477422411,98529,1,0,0,17.37,20.81,50.16,70.97,3698018,215057,87590,393509,4394174,1865374,554867,2420241,535783,836175,3792199,0,199551,13333,7114,655,3614,533740,96023,684073,3105,2225,268322,18999,ME,SD,SO,Kane,Y,92576,83252,5230,Y,Y,PE,98464,IL0197,IL,17,089,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1850,Galena P.L.D.,601 S. Bench St.,Galena,61036,2322,8157770200,4425,1,0,0,0,2.73,1.27,4,148455,10035,0,39351,197841,69294,11330,80624,20644,39891,141159,51010,23022,1461,1209,99,2132,22622,3848,32574,356,1404,13122,2067,ME,SD,SO,Jo Daviess,Y,809,1138,39,Y,Y,ST,4422,IL0198,IL,17,085,98,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1860,Galesburg P.L.,40 East Simmons Street,Galesburg,61401,4591,3093436118,33530,1,0,0,4,6.4,13.2,19.6,737830,264969,0,61063,1063862,364234,98172,462406,142040,210435,814881,69230,211894,5896,1656,676,3536,156000,24318,359218,5516,1035,127036,3279,ME,CI,SO,Knox,Y,2835,204,1481,Y,Y,ST,33508,IL0199,IL,17,095,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1870,Galva P.L.D.,120 N.W. Third Avenue,Galva,61434,1326,3099322180,3926,1,0,0,0,3.46,0.37,3.83,108314,7695,0,7479,123488,53267,14832,68099,12987,27473,108559,0,19664,91,460,98,2600,25320,318,34460,85,756,10632,1400,ME,SD,SO,Knox,Y,350,1345,20,Y,Y,ST,3923,IL0200,IL,17,095,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1880,Geneseo P.L.D.,218 South State Street,Geneseo,61254,1455,3099446452,12112,1,0,0,0.93,3.32,4.18,7.5,220128,23031,0,59706,302865,115862,19965,135827,53546,75487,264860,0,38389,1490,1433,226,3016,121253,9334,93620,753,3361,38651,1893,ME,SD,SO,Henry,Y,3559,14319,144,Y,Y,PI,12104,IL0201,IL,17,073,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1890,Geneva P.L.D.,127 James St.,Geneva,60134,2277,6302320780,21310,1,0,0,7.56,9.43,16.02,25.45,1451886,46779,0,438574,1937239,588549,114602,703151,167304,232119,1102574,1805249,105286,4674,2226,485,3536,168000,23928,261458,2444,3619,142807,5153,ME,SD,SO,Kane,Y,16200,65000,2580,Y,Y,ST,21296,IL0202,IL,17,089,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1900,Genoa P.L.D.,232 W. Main Street,Genoa,60135,1197,8157842627,3083,1,0,0,0,0.62,1,1.62,60788,3854,0,26029,90671,,,,10891,,61812,23476,18670,275,114,44,1768,13659,4186,26293,305,612,16938,763,ME,SD,SO,DeKalb,Y,960,0,23,Y,Y,PI,3081,IL0203,IL,17,037,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1910,Georgetown P.L.,107 E. West Street,Georgetown,61846,1747,2176622164,3678,1,0,0,0,1.37,0,1.37,19307,5584,18674,12373,55938,,,,25669,,49201,0,16372,100,138,33,1924,17050,6630,27654,2881,2452,7800,995,ME,CI,SO,Vermilion,Y,296,2967,23,Y,Y,PE,3676,IL0204,IL,17,183,98,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5,18, 0, 0, 0
1920,Moyer Lib.,307 N. Sangamon Ave.,Gibson City,60936,1255,2177845343,3396,1,0,0,0,1.37,1.48,2.85,52013,13367,0,6229,71609,42437,0,42437,12011,17552,72000,0,28170,204,316,71,1872,7800,2132,28816,2690,2484,9499,1940,ME,CI,SO,Ford,Y,100,6809,11,Y,Y,ST,3394,IL0205,IL,17,053,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1930,Gillespie P.L.,210 West Chestnut,Gillespie,62033,1506,2178393614,3673,1,0,0,0,0.7,0.9,1.6,24252,10900,0,1097,36249,,,,10598,,38499,0,20018,32,230,55,1664,18000,5824,16913,42,866,3480,55,ME,CI,SO,Macoupin,Y,400,450,1,N,N,,3671,IL0206,IL,17,117,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940,Gilman Area D.L.,117 East Second Street,Gilman,60938,0335,8152657522,3084,1,0,0,0,1,0.9,1.9,96279,4559,0,6049,106887,,,,12930,,69128,0,14191,73,218,57,2080,12480,3614,13351,1136,1102,5360,278,ME,SD,SO,Iroquois,Y,0,2727,2,Y,Y,ST,3082,IL0207,IL,17,075,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1950,Girard Twp. Lib.,201 West Madison,Girard,62640,1551,2176272414,2454,1,0,0,0,1.15,0,1.15,21869,3068,0,10862,35799,,,,4978,,27699,2061,20317,423,185,78,1560,11298,2371,13241,0,130,3117,350,ME,CI,SO,Macoupin,Y,0,0,2,Y,N,,2452,IL0208,IL,17,117,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1960,Glen Ellyn P.L.,400 Duane Street,Glen Ellyn,60137,4508,6304690879,26093,1,0,0,7.48,7.48,21.97,29.45,1131159,50616,8185,163888,1353848,689116,144716,833832,187968,343769,1365569,274879,135272,7201,2650,686,3588,237856,45036,421571,6579,9029,190495,7215,ME,CI,SO,Douglas,Y,14963,72631,24,Y,Y,PI,26076,IL0209,IL,17,041,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1970,Glencoe P.L.,320 Park Avenue,Glencoe,60022,1597,8478355056,8499,1,0,0,7.1,7.1,9.75,16.85,1127097,17188,0,74805,1219090,499120,137197,636317,154173,167219,957709,81357,79095,3854,1983,238,3562,163000,20141,142529,3837,3242,53673,1785,ME,CI,SO,Cook,Y,25098,79762,55,Y,Y,PE,8493,IL0210,IL,17,031,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1980,Glenside P.L.D.,25 E. Fullerton Ave.,Glendale Heights,60139,2697,6302601550,30032,1,0,0,4.21,5.15,8.42,13.57,701802,41784,324,92494,836404,383365,69073,452438,92080,225545,770063,27551,66527,2547,1097,211,2652,235000,9238,125781,177,2184,70632,7663,ME,SD,SO,Douglas,Y,0,0,17,Y,Y,PE,30012,IL0211,IL,17,041,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1990,Glenview P.L.,1930 Glenview Road,Glenview,60025,2899,8477297500,38437,1,0,0,16.12,20.83,36.02,56.85,3115998,72287,0,84726,3273011,1510116,332842,1842958,562500,315289,2720747,273570,243369,17956,6442,803,3744,533033,87696,731857,809,1213,374962,6900,ME,CI,SO,Cook,Y,27727,69450,105,Y,Y,PE,38411,IL0212,IL,17,031,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2000,Glenwood-Lynwood P.L.D.,320 Glenwood-Lansing Road,Glenwood,60471,1753,7087580090,17869,1,0,0,2.62,3.75,5.2,8.95,297984,34413,0,18994,351391,181662,33697,215359,46183,76433,337975,0,26406,870,189,103,3120,45500,4212,59219,1018,3505,35532,3699,ME,SD,SO,Cook,Y,6875,7200,55,Y,Y,PI,17857,IL0213,IL,17,031,98,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0,23, 0, 0, 0, 0
2010,Golconda P.L.,Main Street,Golconda,62938,0523,6186836531,823,1,0,0,0,0,0.05,0.05,3765,6788,0,47166,57719,,,,3778,,9967,46443,18287,0,53,40,1196,3500,4238,10590,0,735,1741,0,ME,CI,SO,Pope,Y,0,15,10,N,N,,822,IL0214,IL,17,151,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2020,Grande Prairie P.L.D.,3479 W. 183rd St.,Hazel Crest,60429,2419,7087985563,28765,1,0,0,1.87,1.87,13.81,15.68,880583,41750,16150,53313,991796,328582,59866,388448,135907,162954,687309,173288,77237,7197,1227,210,3536,124626,37753,141975,5134,4776,43885,11720,ME,SD,SO,Cook,Y,6844,67489,30,N,Y,PE,28746,IL0216,IL,17,031,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2030,Granite City P.L.D.,2001 Delmar Avenue,Granite City,62040,4590,6184526238,40809,1,1,0,6,6,21,27,861598,51011,0,48351,960960,569109,166863,735972,115328,54651,905951,37519,119712,4844,1870,256,6578,154544,24654,337961,15608,12921,155201,3807,ME,SD,MO,Madison,Y,1912,54120,135,Y,Y,PI,40782,IL0217,IL,17,119,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2040,Grant Park Lib.,107 W Taylor St,Grant Park,60940,0392,8154656047,1270,1,0,0,0,0.5,0.1,0.6,16745,974,0,2812,20531,,,,5420,,18667,0,5181,5,168,0,1040,3100,45,4155,0,323,2192,17,ME,CI,SO,Kankakee,Y,0,0,6,N,N,,1269,IL0218,IL,17,091,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2060,Grayslake Area P.L.D.,100 Lib. Lane,Grayslake,60030,1684,8472235313,16516,1,0,0,2.81,2.81,17.8,20.61,1183181,24814,112500,226692,1547187,454113,92879,546992,141623,261580,950195,2336076,56162,3478,2803,238,3224,111213,19043,205811,1676,2776,116903,3030,ME,SD,SO,Lake,Y,15927,600,1260,Y,Y,PE,16505,IL0219,IL,17,097,98,03,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2070,Grayville Carnegie P.L.,110 W. Mill,Grayville,62844,1318,6183757121,2043,1,0,0,0,1.2,0.22,1.42,44782,5245,0,2438,52465,,,,4353,,28727,0,12674,157,33,49,1898,6000,1846,8630,0,900,2400,125,ME,CI,SO,White,Y,279,100,10,Y,Y,PE,2042,IL0220,IL,17,193,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2080,Green Hills P.L.D.,8611 W. 103rd Street,Palos Hills,60465,1698,7085988446,30824,1,0,0,5.62,5.62,13.73,19.35,702995,50273,514,55594,809376,375450,98567,474017,78414,139333,691764,81317,91499,1460,1145,194,3432,143560,14329,169218,6903,6281,73141,5957,ME,SD,SO,Cook,Y,3270,13796,318,Y,Y,PI,30804,IL0221,IL,17,031,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2100,Greenfield P.L.,515 Chestnut Street,Greenfield,62044,1304,2173682613,1162,1,0,0,0,0.75,0.1,0.85,6107,1453,0,8237,15797,,,,2100,,14755,0,8540,27,50,35,1300,6327,962,10825,0,1582,2244,1357,ME,CI,SO,Greene,Y,300,0,8,Y,Y,ST,1161,IL0222,IL,17,061,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2110,Greenup Twp. Carnegie Lib.,101 N Mill St,Greenup,62428,0275,2179233616,2500,1,0,0,0,1.05,0.02,1.07,23466,5279,0,6195,34940,,,,7921,,29474,0,15893,270,137,65,1560,6885,2652,18148,0,256,7191,76,ME,CI,SO,Cumberland,Y,0,0,4,Y,N,,2498,IL0223,IL,17,035,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2120,Greenville P.L.,414 West Main,Greenville,62246,1615,6186643115,6438,1,0,0,0,2.62,0.12,2.74,50386,14089,0,25155,89630,41570,5838,47408,7837,22963,78208,4592,25862,87,761,78,2444,15262,5062,44356,2856,3264,17742,1443,ME,CI,SO,Bond,Y,0,4680,4,Y,Y,PE,6434,IL0224,IL,17,005,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2130,Gridley D.P.L.,320 Center St.,Gridley,61777,0370,3097472284,2024,1,0,0,0,0.8,0.8,1.6,45179,8298,2164,3320,58961,,,,9096,,50718,0,16535,259,27,66,2288,8200,528,15343,178,393,5912,205,ME,SD,SO,Livingston,Y,1000,1000,23,Y,Y,PI,2023,IL0225,IL,17,105,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2140,Griggsville P.L.,119 South Corey St.,Griggsville,62340,0419,2178332633,1218,1,0,0,0,0.62,0.42,1.04,8039,4235,0,5860,18134,,,,2293,,16457,2120,10717,1,41,43,1456,8500,2470,12356,157,188,3991,2112,ME,CI,SO,Piatt,Y,0,676,7,Y,Y,PI,1217,IL0226,IL,17,147,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2150,Hamilton P.L.,861 Broadway,Hamilton,62341,1434,2178472219,3281,1,0,0,0,1.17,0.15,1.32,33512,4874,0,4213,42599,,,,11137,,40542,0,21859,269,28,67,2444,13976,936,22725,5,13,9748,383,ME,CI,SO,Hancock,Y,0,0,2,Y,N,,3279,IL0227,IL,17,067,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2180,Hanover Twp. Lib.,204 Jefferson St,Hanover,61041,0475,8155913517,1394,1,0,0,0,0.7,0,0.7,18450,2433,0,1844,22727,,,,5221,,23071,0,9124,130,208,39,1300,5286,2942,7680,10,568,2664,278,ME,CI,SO,Jo Daviess,Y,100,200,33,N,N,,1393,IL0228,IL,17,085,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2190,Mitchell-Carnegie P.L.,101 E. Church Street,Harrisburg,62946,1704,6182537455,9318,1,0,0,0,1.81,1.02,2.83,53840,21946,0,27899,103685,48568,8075,56643,16651,30283,103577,0,35914,816,509,85,2080,21600,2860,31936,1334,2535,15057,389,ME,CI,SO,Saline,Y,585,3669,78,Y,Y,ST,9312,IL0229,IL,17,165,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2210,Hartford P.L.D.,143 West Hawthorne Street,Hartford,62048,1020,6182549394,1676,1,0,0,0.87,0.87,1.65,2.52,83970,17908,0,27315,129193,63477,15909,79386,8115,39110,126611,0,27259,742,851,33,2444,10776,2574,16232,2604,900,4924,550,ME,SD,SO,Madison,Y,30,3231,0,Y,Y,PI,1675,IL0230,IL,17,119,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2220,Delos F. Diggins Lib.,101 Church St.,Harvard,60033,3001,8159434671,6567,1,0,0,0,1.87,2.25,4.12,96952,16729,0,58677,172358,73018,19204,92222,19510,37395,149127,11590,21290,306,182,71,2470,23900,3380,38029,900,1527,19324,2550,ME,CI,SO,McHenry,Y,500,5840,4,Y,Y,PE,6563,IL0231,IL,17,111,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2230,Harvey P.L.D.,15441 Turlington Avenue,Harvey,60429,3683,7083310757,35635,1,0,0,2.62,3.5,8.35,11.85,551811,107912,0,116944,776667,304954,89745,394699,115995,105873,616567,33424,84170,2012,2971,220,3120,153478,14397,85306,3881,5726,14430,2255,ME,SD,SO,Cook,Y,16475,33940,112,Y,Y,PE,35611,IL0232,IL,17,031,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2240,Havana P.L.D.,201 West Adams Street,Havana,62644,1321,3095434701,8313,1,0,0,1.25,3.45,1.07,4.52,152763,14577,0,16806,184146,68590,11291,79881,28672,37190,145743,34031,28546,245,604,186,2496,18521,5554,26885,368,1332,10190,2209,ME,SD,SO,Mason,Y,408,5383,23,Y,Y,PE,8307,IL0233,IL,17,125,98,03,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
