K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,WEB_ADR,K_SEQ,STABR,PUB_FIPS,CNTYFIPS,YR
NC0057,C-SAMPSON-BS,Sampson-Clinton Public Library,217 Graham Street,Clinton,28328,4605,9105924154,SAMPSON,BS,NO,F,1,,008,NC,37,163,98
NC0058,C-SCOTLAND-L,SCOTLAND COUNTY MEMORIAL LIBRARY,P.O. BOX 369,LAURINBURG,28353,0369,9102760563,SCOTLAND,CE,NO,E,0,,002,NC,37,165,98
NC0058,C-SCOTLAND-W,WAGRAM BRANCH LIBRARY,P.O. BOX 118,WAGRAM,28396,0118,9103692966,SCOTLAND,BR,NO,A,0,,003,NC,37,165,98
NC0058,C-SCOTLAND-BS,Scotland County Memorial Library,"P.O. Box 369, 312 W. Church Street",Laurinburg,28353,0369,9102760563,SCOTLAND,BS,NO,E,1,,004,NC,37,165,98
NC0059,C-STANLY-A,STANLY COUNTY PUBLIC LIBRARY,133 E. MAIN STREET,ALBEMARLE,28001,4993,7049837321,STANLY,CE,NO,E,0,,002,NC,37,167,98
NC0059,C-STANLY-B,BADIN BRANCH LIBRARY,P.O. BOX 372,BADIN,28009,0372,7044223218,STANLY,BR,NO,U,0,,003,NC,37,167,98
NC0059,C-STANLY-N,NORWOOD BRANCH LIBRARY,P.O. BOX 828,NORWOOD,28128,0828,7044223218,STANLY,BR,NO,B,0,,004,NC,37,167,98
NC0059,C-STANLY-O,OAKBORO BRANCH LIBRARY,P.O. BOX 236,OAKBORO,28129,0236,7044854310,STANLY,BR,NO,A,0,,005,NC,37,167,98
NC0059,C-STANLY-L,LOCUST BRANCH LIBRARY,1016 W. MAIN STREET,LOCUST,28097,9774,7048880103,STANLY,BR,NO,B,0,,008,NC,37,167,98
NC0060,C-TRANSYLVANIA-B,TRANSYLVANIA COUNTY LIBRARY,105 SOUTH BROAD STREET,BREVARD,28712,3729,7048843151,TRANSYLVANIA,CE,NO,F,0,198.86.28.252/onestop/Library_Serv/Library_Rosebor,002,NC,37,175,98
NC0060,C-TRANSYLVANIA-BS,Transylvania County Library,105 South Broad Street,Brevard,28712,3729,7048843151,TRANSYLVANIA,BS,NO,F,1,,003,NC,37,175,98
NC0061,C-UNION-U,UNION COUNTY PUBLIC LIBRARY,316 EAST WINDSOR STREET,MONROE,28112,4844,7042838184,UNION,CE,NC,G,0,,002,NC,37,179,98
NC0061,C-UNION-I,INDIAN TRAIL BRANCH LIBRARY,118 EAST UNIOM STREET,INDIAN TRAIL,28103,9999,7048217475,UNION,BR,NC,B,0,,003,NC,37,179,98
NC0061,C-UNION-M,MARSHVILLE BRANCH LIBRARY,101 WEST MAIN STREET,MARSHVILLE,28103,1112,7046242828,UNION,BR,NC,B,0,,004,NC,37,179,98
NC0061,C-UNION-W,WAXHAW LIBRARY,509 SOUTH PROVIDENCE STREET,WAXHAW,28173,9339,7048433131,UNION,BR,NC,B,0,,005,NC,37,179,98
NC0062,C-VANCE-H,H. LESLIE PERRY MEMORIAL LIBRARY,134 ROSE AVENUE,HENDERSON,27536,4237,9194385471,VANCE,CE,NO,F,0,www.users.vance.net/library,002,NC,37,181,98
NC0063,C-WAKE-AT,ATHENS DRIVE COMMUNITY LIBRARY,1420 ATHENS DRIVE,RALEIGH,27606,2427,9198592000,WAKE,BR,CC,U,0,www.co.wake.nc.us/library/locations/adr/default.ht,004,NC,37,183,98
NC0063,C-WAKE-CV,CAMERON VILLAGE REGIONAL LIBRARY,1930 CLARK AVENUE,RALEIGH,27605,1650,9198566710,WAKE,BR,CC,U,0,www.co.wake.nc.us/library/locations/cam/default.ht,006,NC,37,183,98
NC0063,C-WAKE-C,CARY PUBLIC LIBRARY,310 SOUTH ACADEMY STREET,CARY,27511,3399,9194603350,WAKE,BR,NC,F,0,www.co.wake.nc.us/library/locations/cry/default.ht,007,NC,37,183,98
NC0063,C-WAKE-F,FUQUAY-VARINA PUBLIC LIBRARY,133 S. FUQUAY AVENUE,FUQUAY-VARINA,27526,2210,9195572788,WAKE,BR,NC,C,0,www.co.wake.nc.us/library/locations/fuq/default.ht,009,NC,37,183,98
NC0063,C-WAKE-K,KNIGHTDALE PUBLIC LIBRARY,209 MAIN STREET,KNIGHTDALE,27545,9999,9192668400,WAKE,BR,NC,B,0,www.co.wake.nc.us/library/locations/kni/default.ht,012,NC,37,183,98
NC0063,C-WAKE-NR,NORTH REGIONAL LIBRARY,200 HORIZON DRIVE,RALEIGH,27615,4922,9198704000,WAKE,BR,CC,U,0,www.co.wake.nc.us/library/locations/nor/default.ht,013,NC,37,183,98
NC0063,C-WAKE-RH,RICHARD B. HARRISON BRANCH LIBRARY,1313 NEW BERN AVEUNE,RALEIGH,27610,2552,9198565720,WAKE,BR,CC,U,0,www.co.wake.nc.us/library/locations/rbh/default.ht,014,NC,37,183,98
NC0063,C-WAKE-SR,SOUTH RALEIGH LIBRARY,1601-14 CROSSLINK ROAD,RALEIGH,27610,4968,9198566598,WAKE,BR,CC,U,0,www.co.wake.nc.us/library/locations/sor/default.ht,015,NC,37,183,98
NC0063,C-WAKE-S,SOUTHEAST REGIONAL LIBRARY,908 7TH AVENUE,GARNER,27529,3673,9196622250,WAKE,BR,NC,E,0,www.co.wake.nc.us/library/locations/ser/default.ht,016,NC,37,183,98
NC0063,C-WAKE-WF,WAKE FOREST PUBLIC LIBRARY,WHITE STREET,WAKE FOREST,27587,9999,9195548498,WAKE,BR,NC,D,0,www.co.wake.nc.us/library/locations/wak/default.ht,017,NC,37,183,98
NC0063,C-WAKE-W,WENDELL BRANCH LIBRARY,207 SOUTH HOLLYBROOK ROAD,WENDELL,27591,8884,9193652600,WAKE,BR,NC,C,0,www.co.wake.nc.us/library/locations/wen/default.ht,018,NC,37,183,98
NC0063,C-WAKE-Z,ZEBULON PUBLIC LIBRARY,103 EAST HORTON STREET,ZEBULON,27597,2819,9192693610,WAKE,BR,NC,C,0,www.co.wake.nc.us/library/locations/zeb/default.ht,019,NC,37,183,98
NC0063,C-WAKE-WP,WEST POPULAR LENDING BRANCH LIBRARY,5800 DURALEIGH ROAD,RALEIGH,27612,2583,9198811344,WAKE,BR,CC,U,0,www.co.wake.nc.us/library/locations/pop/default.ht,020,NC,37,183,98
NC0063,C-WAKE-HBS,RICHARD B. HARRISON,1313 NEW BERN AVENUE,RALEIGH,27601,2551,2198566571,WAKE,BS,CC,U,1,,022,NC,37,183,98
NC0063,C-WAKE-E,EVA PERRY REGIONAL LIBRARY,2100 SHEPHERD'S VINEYARD DRIVE,APEX,27502,6407,9193872100,WAKE,BR,NC,J,0,www.co.wake.nc.us/library/locations/eva/default.ht,023,NC,37,183,98
NC0063,C-WAKE-O,OLIVIA RANEY LIBRARY,4016 CARYA DRIVE,RALEIGH,27610,2913,9192501196,WAKE,BR,CC,J,0,www.co.wake.nc.us/library/locations/orl/default.ht,024,NC,37,183,98
NC0063,C-WAKE-EIC,ELECTRONIC INFORMATION CENTER,334 FAYETTEVILLE STREET MALL,RALEIGH,27602,1739,9198566690,WAKE,BR,CC,E,0,www.co.wake.nc.us/library/locations/eic/default.ht,025,NC,37,183,98
NC0063,C-WAKE-G,GREEN ROAD LIBRARY,4101 GREEN ROAD,RALEIGH,27604,2741,9197903200,WAKE,BR,CC,E,0,www.co.wake.nc.us/library/locations/gre/default.ht,026,NC,37,183,98
NC0065,C-WAYNE-G,"WAYNE COUNTY PUBLIC LIBRARY, INC.",1001 EAST ASH STREET,GOLDSBORO,27530,3850,9197351824,WAYNE,CE,NO,H,0,,002,NC,37,191,98
NC0065,C-WAYNE-F,FREMONT PUBLIC LIBRARY,FREMONT,FREMONT,27830,9999,9192425442,WAYNE,BR,NO,B,0,,003,NC,37,191,98
NC0065,C-WAYNE-LL,LAW LIBRARY,WAYNE COUNTY COURTHOUSE,GOLDSBORO,27530,9999,9197311457,WAYNE,BR,NO,U,0,,004,NC,37,191,98
NC0065,C-WAYNE-P,PIKEVILLE PUBLIC LIBRARY,PIKEVILLE,PIKEVILLE,27863,9999,9192426446,WAYNE,BR,NO,A,0,,005,NC,37,191,98
NC0065,C-WAYNE-R,ROSEWOOD BRANCH LIBRARY,RT. 14,GOLDSBORO,27530,9999,9197317031,WAYNE,BR,NO,U,0,,006,NC,37,191,98
NC0065,C-WAYNE-SS,SEVEN SPRINGS PUBLIC LIBRARY,SEVEN SPRINGS,SEVEN SPRINGS,28578,9999,9195692631,WAYNE,BR,NO,A,0,,007,NC,37,191,98
NC0065,C-WAYNE-S,STEELE MEMORIAL LIBRARY,MT. OLIVE,MT. OLIVE,28365,9999,9196582580,WAYNE,BR,NO,C,0,,008,NC,37,191,98
NC0066,C-WILSON-W,WILSON COUNTY PUBLIC LIBRARY,P.O. BOX 400,WILSON,27894,0400,9192375355,WILSON,CE,NO,G,0,,002,NC,37,195,98
NC0066,C-WILSON-B,BLACK CREEK BRANCH LIBRARY,103 CENTRAL AVENUE,BLACK CREEK,27813,9998,9192373715,WILSON,BR,NO,A,0,,003,NC,37,195,98
NC0066,C-WILSON-C,CROCKER BRANCH LIBRARY,114 MAIN STREET,STANTONSBURG,27883,9999,9192383758,WILSON,BR,NO,A,0,,004,NC,37,195,98
NC0066,C-WILSON-E,EAST BRANCH LIBRARY,1006-C WARD BLVD,WILSON,27893,6436,9192372627,WILSON,BR,NO,U,0,,005,NC,37,195,98
NC0066,C-WILSON-EC,ELM CITY BRANCH,114 RAILROAD STREET,ELM CITY,27822,9999,9192364269,WILSON,BR,NO,B,0,,006,NC,37,195,98
NC0066,C-WILSON-L,LUCAMA BRANCH LIBRARY,103 SPRING STREET,LUCAMA,27851,9998,9192390046,WILSON,BR,NO,A,0,,008,NC,37,195,98
NC0066,C-WILSON-BS,Wilson County Public Library,"P.O. BOX 400, 249 West Nash Street",Wilson,27894,0400,9192375355,WILSON,BS,NO,G,1,,009,NC,37,195,98
NC0071,M-CHAPEL HILL-C,CHAPEL HILL PUBLIC LIBRARY,100 LIBRARY DRIVE,CHAPEL HILL,27514,3712,9199682777,ORANGE,CE,NC,F,0,,002,NC,37,135,98
NC0071,M-CHAPEL HILL-BS,Chapel Hill Public Library,100 Library Drive,Chapel Hill,27514,9999,9199682777,ORANGE,BS,NC,F,1,,003,NC,37,135,98
NC0075,M-FARMVILLE-F,FARMVILLE PUBLIC LIBRARY,115 W. CHURCH STREET,FARMVILLE,27828,1621,9197533355,PITT,CE,NO,C,0,,002,NC,37,147,98
NC0079,M-HICKORY-E,ELBERT IVEY MEMORIAL LIBRARY,"420 3RD AVENUE, NW",HICKORY,28601,4916,7043222905,CATAWBA,CE,CC,F,0,library.ci.hickory.nc.us/library/,002,NC,37,035,98
NC0079,M-HICKORY-R,RIDGEVIEW PUBLIC LIBRARY,"706 FIRST STREET, SW",HICKORY,28602,3507,7043272972,CATAWBA,BR,NC,U,0,,003,NC,37,035,98
NC0080,M-HIGH POINT-H,HIGH POINT-NEAL F. AUSTIN PUBLIC LIBRARY,P.O. BOX 2530,HIGH POINT,27261,2530,9108833631,GUILFORD,CE,CC,G,0,www.hipopl.org/,002,NC,37,081,98
NC0083,M-MOORESVILLE-M,MOORESVILLE PUBLIC LIBRARY,304 SOUTH MAIN STREET,MOORESVILLE,28115,3277,7046642927,IREDELL,CE,NO,D,0,,002,NC,37,097,98
NC0088,M-ROANOKE RAPIDS-R,ROANOKE RAPIDS PUBLIC LIBRARY,319 ROANOKE AVENUE,ROANOKE RAPIDS,27870,1917,9195376457,HALIFAX,CE,NO,E,0,,002,NC,37,083,98
NC0093,M-SOUTHERNPINES-S,SOUTHERN PINES PUBLIC LIBRARY,180 S.W. BROAD STREET,SOUTHERN PINES,28387,5405,9106928235,MOORE,CE,NO,D,0,sppl.library.net,002,NC,37,125,98
NC0099,M-WASHINGTON-W,GEORGE H. AND LAURA E. BROWN PUBLIC LIBRARY,122 VAN NORDEN STREET,WASHINGTON,27889,4847,9199464300,BEAUFORT,CE,NO,D,0,,002,NC,37,013,98
NC0100,M-KINGS MOUNTAIN-M,JACOB MAUNEY MEMORIAL LIBRARY,100 SOUTH PIEDMONT AVENUE,KINGS MOUNTAIN,28086,3414,7047392371,CLEVELAND,CE,NO,D,0,,002,NC,37,045,98
NC0101,C-WARREN,WARREN COUNTY MEMORIAL LIBRARY,117 S. MAIN STREET,WARRENTON,27589,1929,9192574990,WARREN,CE,NO,E,0,,002,NC,37,185,98
ND0001,ND0001-002,REEDER BRANCH LIBRARY,P.O. BOX,REEDER,58649,  -1,7018532579,ADAMS,BR,NO,A,0,,002,ND,38,001,98
ND0001,ND0001-003,ADAMS COUNTY LIBRARY,P.O. BOX 448,HETTINGER,58639,0448,7015672741,ADAMS,CE,NO,C,0,,003,ND,38,001,98
ND0002,ND0002-002,ALFRED DICKEY PUBLIC LIBRARY,"105 THIRD STREET SE, P.O. BOX 2140",JAMESTOWN,58041,2140,7012522990,STUTSMAN,CE,NO,E,0,,002,ND,38,093,98
ND0005,ND0005-002,ASHLEY PUBLIC LIBRARY,P.O. BOX 15,ASHLEY,58413,0015,7012883030,MCINTOSH,CE,NO,B,0,,002,ND,38,051,98
ND0006,ND0006-002,BEULAH PUBLIC LIBRARY,P.O. BOX 239,BEULAH,58523,0239,7018734637,MERCER,CE,NO,C,0,,002,ND,38,057,98
ND0007,ND0007-002,BISMARCK VETERANS MEMORIAL PUBLIC LIBRARY,515 N. FIFTH STREET,BISMARCK,58501,4057,7012226410,BURLEIGH,CE,CC,G,0,,002,ND,38,015,98
ND0007,ND0007-003,BISMARCK VETERANS MEMORIAL PUBLIC LIBRARY,515 N. FIFTY STREET,BISMARCK,58501,4057,7012226410,BURLEIGH,BS,CC,G,1,,003,ND,38,015,98
ND0008,ND0008-002,BOTTINEAU COUNTY LIBRARY,411 MAIN STREET,BOTTINEAU,58318,1204,7012282967,BOTTINEAU,CE,CC,D,0,,002,ND,38,009,98
ND0008,ND0008-003,BOTTINEAU COUNTY LIBRARY,411 MAIN STREET,BOTTINEAU,58318,1204,7012282967,BOTTINEAU,BS,NO,D,1,,003,ND,38,009,98
ND0011,ND0011-002,CARNEGIE PUBLIC LIBRARY,623 FOURTH AVENUE,DEVILS LAKE,58301,2421,7016622220,RAMSEY,CE,NO,D,0,,002,ND,38,071,98
ND0012,ND0012-002,CARNEGIE REGIONAL LIBRARY,7TH & GRIGGS,GRAFTON,58237,1050,7013522754,WALSH,CE,CC,F,0,,002,ND,38,099,98
ND0012,ND0012-003,ANETA PUBLIC LIBRARY,RR 1  BOX 88,ANETA,58212,0088,7013264235,NELSON,BR,NO,A,0,,003,ND,38,063,98
ND0012,ND0012-004,MICHIGAN PUBLIC LIBRARY,PO BOX 331,MICHIGAN,58259,0331,7012592122,NELSON,BR,NO,A,0,,004,ND,38,063,98
ND0012,ND0012-005,ADAMS MINI LIBRARY,PO BOX 18,ADAMS,58210,0018,7013522754,WALSH,BR,NO,A,0,,005,ND,38,099,98
ND0013,ND0013-002,CARRINGTON PUBLIC LIBRARY,55 NINTH AVENUE SO.,CARRINGTON,58421,  -1,7016523921,FOSTER,CE,NO,C,0,,002,ND,38,031,98
ND0014,ND0014-002,CASSELTON PUBLIC LIBRARY,702 FIRST NORTH,CASSELTON,58012,3308,7013474861,CASS,CE,NO,C,0,,002,ND,38,017,98
ND0015,ND0015-002,CAVALIER COUNTY LIBRARY,600 FIFTH AVENUE,LANGDON,58249,2500,7012565353,CAVALIER,CE,NO,D,0,,002,ND,38,019,98
ND0016,ND0016-002,CAVALIER PUBLIC LIBRARY,P.O. BOX 634,CAVALIER,58220,0634,7012654746,PEMBINA,CE,NO,B,0,,002,ND,38,067,98
ND0017,ND0017-002,CLARA LINCOLN PHELAN MEMORIAL LIBRARY,"101 MAIN STREET, P.O. BOX 179",BOWMAN,58623,0179,7015233797,BOWMAN,CE,NO,B,0,,002,ND,38,011,98
ND0018,ND0018-002,DICKINSON PUBLIC LIBRARY,139 THIRD STREET W.,DICKINSON,58601,5137,7012258100,STARK,CE,CC,E,0,,002,ND,38,089,98
ND0018,ND0018-003,DICKINSON PUBLIC LIBRARY,139 THIRD STREET W.,DICKINSON,58601,5137,7012258100,STARK,BS,NO,E,1,,003,ND,38,089,98
ND0018,ND0018-004,DEMORES PUBLIC AND SCHOOL LIBRARY,PO BOX 307,MEDORA,58645,0307,7012273005,BILLINGS,BR,NO,A,0,,004,ND,38,007,98
ND0018,ND0018-005,DICKINSON PUBLIC LIBRARY,139 THIRD STREET W,DICKINSON,58601,5137,7012258100,STARK,BR,NO,A,0,,005,ND,38,089,98
ND0019,ND0019-002,DIVIDE COUNTY PUBLIC LIBRARY,P.O. BOX 90,CROSBY,58730,0090,7019656305,DIVIDE,CE,NO,C,0,,002,ND,38,023,98
ND0020,ND0020-002,DRAKE PUBLIC LIBRARY,P.O. BOX 407,DRAKE,58736,0407,7014657216,MCHENRY,CE,NO,A,0,,002,ND,38,049,98
ND0021,ND0021-002,EDGELEY PUBLIC LIBRARY,"530 MAIN STREET, P.O. BOX 218",EDGELEY,58433,0218,7014932769,LAMOURE,CE,NO,A,0,,002,ND,38,045,98
ND0022,ND0022-002,EDNA RALSTON PUBLIC LIBRARY,P.O. BOX 459,LARIMORE,58251,0459,7013432650,GRAND FORKS,CE,NO,B,0,,002,ND,38,035,98
ND0024,ND0024-002,ELLENDALE PUBLIC LIBRARY,50 SOUTH SECOND,ELLENDALE,58436,  -1,7013494513,DICKEY,CE,NO,B,0,,002,ND,38,021,98
ND0025,ND0025-002,ENDERLIN MUNICIPAL LIBRARY,303 RAILWAY STREET,ENDERLIN,58027,1306,7014372953,RANSOM,CE,NO,B,0,,002,ND,38,073,98
ND0026,ND0026-002,FARGO PUBLIC LIBRARY,102 NORTH THIRD STREET,FARGO,58102,4808,7012411491,CASS,CE,CC,G,0,,002,ND,38,017,98
ND0026,ND0026-003,FARGO PUBLIC LIBRARY,102 NORTH THIRD STREET,FARGO,58102,4808,7012411491,CASS,BS,CC,G,1,,003,ND,38,017,98
ND0028,ND0028-002,FLASHER PUBLIC LIBRARY,P.O. BOX 63,FLASHER,58535,0063,7015973524,MORTON,CE,NO,A,0,,002,ND,38,059,98
ND0029,ND0029-002,FORMAN PUBLIC LIBRARY,P.O. BOX 382,FORMAN,58032,0382,7017243673,SARGENT,CE,NO,B,0,,002,ND,38,081,98
ND0030,ND0030-002,GACKLE PUBLIC LIBRARY,302 MAIN,GACKLE,58442,0098,7014853713,LOGAN,CE,NO,A,0,,002,ND,38,047,98
ND0031,ND0031-002,GARRISON PUBLIC LIBRARY,P.O. BOX 67,GARRISON,58540,0067,7014637336,MCLEAN,CE,NO,B,0,,002,ND,38,055,98
ND0033,ND0033-002,GOLDEN VALLEY COUNTY LIBRARY,P.O. BOX 579,BEACH,58621,0579,7018724627,GOLDEN VALLEY,CE,NO,C,0,,002,ND,38,033,98
ND0034,ND0034-002,GOODRICH PUBLIC LIBRARY,P.O. BOX 55,GOODRICH,58444,0055,7018842563,SHERIDAN,CE,NO,A,0,,002,ND,38,083,98
ND0035,ND0035-002,GRAND FORKS PUBLIC LIBRARY,2110 LIBRARY CIRCLE,GRAND FORKS,58206,6324,7017728116,GRAND FORKS,CE,CC,G,0,,002,ND,38,035,98
ND0036,ND0036-002,GRIGGS COUNTY LIBRARY,P.O. BOX 546,COOPERSTOWN,58425,0546,7017972214,GRIGGS,CE,NO,C,0,,002,ND,38,039,98
ND0036,ND0036-003,GRIGGS COUNTY LIBRARY,P.O. BOX 546,COOPERSTOWN,58425,0546,7017972214,GRIGGS,BS,NO,C,1,,003,ND,38,039,98
ND0037,ND0037-002,HANKINSON PUBLIC LIBRARY,CITY HALL,HANKINSON,58041,4422,7012427929,RICHLAND,CE,NO,B,0,,002,ND,38,077,98
ND0038,ND0038-002,HARRY L. PETRIE PUBLIC LIBRARY,"101 NE FIRST, P.O. BOX 416",LINTON,58552,0416,7012544737,EMMONS,CE,NO,B,0,,002,ND,38,029,98
ND0039,ND0039-002,HARVEY PUBLIC LIBRARY,520 LINCOLN AVENUE,HARVEY,58341,1531,7013242156,WELLS,CE,NO,B,0,,002,ND,38,103,98
ND0040,ND0040-002,HAZEN PUBLIC LIBRARY,P.O. BOX 471,HAZEN,58545,0471,7017482977,MERCER,CE,NO,C,0,,002,ND,38,057,98
ND0041,ND0041-002,HEART OF AMERICA LIBRARY,201 W. THIRD STREET,RUGBY,58368,1798,7017766223,PIERCE,CE,NO,C,0,,002,ND,38,069,98
ND0042,ND0042-002,HEBRON PUBLIC LIBRARY,P.O. BOX 367,HEBRON,58638,0367,7018784404,MORTON,CE,NO,A,0,,002,ND,38,059,98
ND0045,ND0045-002,KIDDER COUNTY PUBLIC LIBRARY,P.O. BOX 227,STEELE,58482,0227,7014752855,KIDDER,CE,NO,C,0,,002,ND,38,043,98
ND0045,ND0045-003,KIDDER COUNTY PUBLIC LIBRARY,P.O. BOX 227,STEELE,58482,0227,7014752855,KIDDER,BS,NO,C,1,,003,ND,38,043,98
ND0046,ND0046-002,KILLDEER LOG CABIN PUBLIC LIBRARY,P.O. BOX 455,KILLDEER,58640,0455,7017645805,DUNN,CE,NO,A,0,,002,ND,38,025,98
ND0047,ND0047-002,LAKOTA CITY LIBRARY,P O BOX 307,LAKOTA,58344,0307,7012472543,NELSON,CE,NO,A,0,,002,ND,38,063,98
ND0048,ND0048-002,LAMOURE SCHOOL & PUBLIC LIBRARY,P.O. BOX 656,LAMOURE,58458,0656,7018835396,LAMOURE,CE,NO,B,0,,002,ND,38,045,98
ND0049,ND0049-002,LEACH PUBLIC LIBRARY,417 SECOND AVENUE NORTH,WAHPETON,58075,4488,7016425732,RICHLAND,CE,NO,D,0,,002,ND,38,077,98
ND0050,ND0050-002,LEEDS PUBLIC LIBRARY,P.O. BOX 247,LEEDS,58346,0247,7014662989,BENSON,CE,NO,A,0,,002,ND,38,005,98
ND0051,ND0051-002,LIDGERWOOD CITY LIBRARY,P.O. BOX 280,LIDGERWOOD,58053,0280,7015384135,RICHLAND,CE,NO,A,0,,002,ND,38,077,98
ND0052,ND0052-002,LINSON MEMORIAL LIBRARY,PO BOX 249,STANLEY,58784,0249,7016282232,MOUNTRAIL,CE,NO,B,0,,002,ND,38,061,98
ND0053,ND0053-002,LISBON PUBLIC LIBRARY,P.O. BOX 569,LISBON,58054,0569,7016835174,RANSOM,CE,NO,B,0,,002,ND,38,073,98
ND0055,ND0055-002,MANDAN PUBLIC LIBRARY,108 FIRST STREET NW,MANDAN,58554,3160,7016673256,MORTON,CE,NO,E,0,,002,ND,38,059,98
ND0056,ND0056-002,MAX COMMUNITY LIBRARY,P.O. BOX 102,MAX,58759,0102,7016792770,MCLEAN,CE,NO,A,0,,002,ND,38,055,98
ND0057,ND0057-002,MAYVILLE PUBLIC LIBRARY,52 CENTER AVENUE,MAYVILLE,58257,1299,7017863388,TRAILL,CE,NO,B,0,,002,ND,38,097,98
ND0058,ND0058-002,MCKENZIE COUNTY RURAL LIBRARY,P.O. BOX 453,ARNEGARD,58835,0453,7015863599,MCKENZIE,CE,NO,C,0,,002,ND,38,053,98
ND0058,ND058,MCKENZIE COUNTY RURAL LIBRARY,P.O. BOX 453,WATFORD CITY,58835,0453,7015863599,MCKENZIE,BS,NO,D,1,,003,ND,38,053,98
ND0059,ND0059-002,MCLEAN/MERCER REGIONAL LIBRARY,P.O. BOX 505,RIVERDALE,58565,0505,7016547652,MCLEAN,CE,NO,E,0,,002,ND,38,055,98
ND0059,ND0059-003,McLean/Mercer Regional Library,P.O. Box 505,Riverdale,58565,0505,7016547652,MCLEAN,BS,NO,E,1,,003,ND,38,055,98
ND0061,ND0061-002,MINNEWAUKAN PUBLIC LIBRARY,P.O. BOX 261,MINNEWAUKAN,58351,0261,7014735735,BENSON,CE,NO,A,0,,002,ND,38,005,98
ND0062,ND0062-002,MINOT PUBLIC LIBRARY,516 SECOND AVENUE SW,MINOT,58701,3792,7018521045,WARD,CE,NO,F,0,,002,ND,38,101,98
ND0063,ND0063-002,MOHALL PUBLIC LIBRARY,P.O. BOX 159,MOHALL,58761,0159,7017567242,RENVILLE,CE,NO,A,0,,002,ND,38,075,98
ND0064,ND0064-002,MORTON COUNTY LIBRARY,300 FIRST STREET NW,MANDAN,58554,3117,7016673327,MORTON,CE,NO,D,0,,002,ND,38,059,98
ND0064,ND0064-003,MORTON COUNTY LIBRARY,300 FIRST STREET NW,MANDAN,58554,3117,7016673327,MORTON,BS,NO,D,1,,003,ND,38,059,98
ND0065,ND0065-002,MOTT PUBLIC LIBRARY,P.O. BOX 477,MOTT,58646,0477,7018242163,HETTINGER,CE,NO,B,0,,002,ND,38,041,98
ND0066,ND0066-002,NEW ENGLAND PUBLIC LIBRARY,P.O. BOX 266,NEW ENGLAND,58647,0266,7015794223,HETTINGER,CE,NO,A,0,,002,ND,38,041,98
ND0067,ND0067-002,NEW ROCKFORD PUBLIC LIBRARY,811 FIRST AVENUE N.,NEW ROCKFORD,58356,1510,7019475540,EDDY,CE,NO,B,0,,002,ND,38,027,98
ND0068,ND0068-002,NEW TOWN PUBLIC LIBRARY,P.O. BOX 249,NEW TOWN,58763,2490,7016274810,MOUNTRAIL,CE,NO,B,0,,002,ND,38,061,98
ND0070,ND0070-002,OAKES SCHOOL & PUBLIC LIBRARY,"804 MAIN AVENUE, P.O. BOX 330",OAKES,58474,1739,7017423234,DICKEY,CE,NO,B,0,,002,ND,38,021,98
ND0071,ND0071-002,PARK RIVER PUBLIC LIBRARY,"P.O. BOX ""S""",PARK RIVER,58270,0718,7012846116,WALSH,CE,NO,B,0,,002,ND,38,099,98
ND0072,ND0072-002,PARSHALL PUBLIC LIBRARY,P.O. BOX 159,PARSHALL,58770,9516,7018623636,MOUNTRAIL,CE,NO,A,0,,002,ND,38,061,98
ND0073,ND0073-002,PEMBINA PUBLIC LIBRARY,P.O. BOX 541,PEMBINA,58271,0541,7015555555,PEMBINA,CE,NO,A,0,,002,ND,38,067,98
ND0074,ND0074-002,ROLETTE PUBLIC LIBRARY,P.O. BOX 3,ROLETTE,58366,0003,7015555555,ROLETTE,CE,NO,A,0,,002,ND,38,079,98
ND0075,ND0075-002,ROLLA PUBLIC LIBRARY,P.O. BOX 190,ROLLA,58367,0190,7014773849,ROLETTE,CE,NO,B,0,,002,ND,38,079,98
ND0076,ND0076-002,SATRE MEMORIAL LIBRARY,P.O. BOX 225,MILNOR,58060,0225,7014279327,SARGENT,CE,NO,A,0,,002,ND,38,081,98
ND0078,ND0078-003,Sioux County Library,PO BOX L,FORT YATES,58538,,7018543481,SIOUX,CE,NO,C,0,,003,ND,38,085,98
ND0079,ND0079-002,SOUTH CENTRAL AREA LIBRARY,"530 MAIN STREET, P.O. BOX 218",EDGELEY,58433,0218,7014932769,LAMOURE,CE,NO,D,0,,002,ND,38,045,98
ND0079,ND0079-005,SOUTH CENTRAL AREA LIBRARY,"530 MAIN STREET, P.O. BOX 218",EDGELEY,58433,0218,7014932769,LAMOURE,BS,NO,D,1,,005,ND,38,045,98
ND0080,ND0080-002,STUTSMAN COUNTY LIBRARY,910 FIFTH STREET SE,JAMESTOWN,58401,4418,7012521531,STUTSMAN,CE,CC,D,0,,002,ND,38,093,98
ND0080,ND0080-003,STUTSMAN COUNTY LIBRARY,910 FIFTH STREET SE,JAMESTOWN,58401,4418,7012521531,STUTSMAN,BS,NO,D,1,,003,ND,38,093,98
ND0082,ND0082-002,TURTLE LAKE PUBLIC LIBRARY,P.O. BOX 540,TURTLE LAKE,58575,0540,7014489170,MCLEAN,CE,NO,A,0,,002,ND,38,055,98
